"","ppid_trialn","pNum","heading","FirstSteeringTime","response","response_num"
"3781","4_2_49","4","2","0.533299999999997","steer","2"
"3782","4_2_5","4","1","0.41685","steer","2"
"3783","4_2_50","4","1","0.733499999999992","steer","2"
"3784","4_2_55","4","2","0.450199999999995","steer","2"
"3785","4_2_56","4","0.5","1.88349999999997","steer","2"
"3786","4_2_59","4","1","0.516700000000014","steer","2"
"3787","4_2_61","4","2","0.416700000000048","steer","2"
"3788","4_2_62","4","1.5","0.483299999999986","steer","2"
"3789","4_2_67","4","1.5","0.266799999999989","steer","2"
"3790","4_2_7","4","2","0.483350000000002","steer","2"
"3791","4_2_71","4","1","0.916799999999967","steer","2"
"3792","4_2_72","4","0.5","0.466599999999971","steer","2"
"3793","4_2_73","4","1.5","0.466599999999971","steer","2"
"3794","4_2_75","4","1.5","0.483400000000017","steer","2"
"3795","4_2_77","4","0","0.25","steer","2"
"3796","4_2_78","4","0.5","2.03319999999997","steer","2"
"3797","4_2_81","4","1","1.4667","steer","2"
"3798","4_2_85","4","1","0.598500000000001","steer","2"
"3799","4_2_88","4","2","0.416699999999992","steer","2"
"3800","4_2_89","4","1.5","0.533399999999972","steer","2"
"3801","4_3_0","4","1","0.383329999999999","steer","2"
"3802","4_3_18","4","1.5","0.366749999999996","steer","2"
"3803","4_3_2","4","2","0.600279999999998","steer","2"
"3804","4_3_20","4","2","0.433400000000006","steer","2"
"3805","4_3_21","4","2","0.499900000000011","steer","2"
"3806","4_3_23","4","1.5","0.399900000000002","steer","2"
"3807","4_3_29","4","1.5","0.416599999999988","steer","2"
"3808","4_3_30","4","1","0.466499999999996","steer","2"
"3809","4_3_32","4","2","0.383200000000016","steer","2"
"3810","4_3_33","4","1","0.616700000000009","steer","2"
"3811","4_3_38","4","0.5","0.75","steer","2"
"3812","4_3_39","4","1","0.466800000000006","steer","2"
"3813","4_3_40","4","1","0.516599999999983","steer","2"
"3814","4_3_42","4","1","0.383499999999998","steer","2"
"3815","4_3_45","4","1.5","0.500100000000003","steer","2"
"3816","4_3_49","4","2","0.400199999999984","steer","2"
"3817","4_3_5","4","1.5","0.449959999999997","steer","2"
"3818","4_3_50","4","1.5","0.449999999999989","steer","2"
"3819","4_3_51","4","1","0.433299999999974","steer","2"
"3820","4_3_57","4","1","0.433400000000006","steer","2"
"3821","4_3_61","4","2","0.533299999999997","steer","2"
"3822","4_3_62","4","1.5","0.333399999999983","steer","2"
"3823","4_3_64","4","0.5","0.483400000000017","steer","2"
"3824","4_3_66","4","2","0.63349999999997","steer","2"
"3825","4_3_67","4","1.5","0.416699999999992","steer","2"
"3826","4_3_68","4","1.5","0.350099999999998","steer","2"
"3827","4_3_70","4","1","0.416600000000017","steer","2"
"3828","4_3_71","4","1","0.300099999999986","steer","2"
"3829","4_3_72","4","2","0.400100000000009","steer","2"
"3830","4_3_74","4","1.5","0.333300000000008","steer","2"
"3831","4_3_75","4","2","0.45010000000002","steer","2"
"3832","4_3_76","4","1","0.433400000000006","steer","2"
"3833","4_3_77","4","2","0.36669999999998","steer","2"
"3834","4_3_79","4","0.5","0.433400000000006","steer","2"
"3835","4_3_8","4","1.5","0.466659999999997","steer","2"
"3836","4_3_80","4","1.5","0.466600000000028","steer","2"
"3837","4_3_81","4","0.5","0.549900000000036","steer","2"
"3838","4_3_86","4","2","0.58340000000004","steer","2"
"3839","4_3_88","4","1","0.433500000000038","steer","2"
"3840","5_1_0","5","0.5","0.533253543744419","steer","2"
"3841","5_1_1","5","0.5","0.633356475332599","steer","2"
"3842","5_1_10","5","2","0.350010000000005","steer","2"
"3843","5_1_11","5","2","0.366759999999999","steer","2"
"3844","5_1_12","5","0","0.849930000000001","steer","2"
"3845","5_1_13","5","2","0.399979999999999","steer","2"
"3846","5_1_15","5","2","0.366650000000007","steer","2"
"3847","5_1_16","5","2","0.333339999999993","steer","2"
"3848","5_1_17","5","1","0.366680000000002","steer","2"
"3849","5_1_18","5","2","0.366730000000004","steer","2"
"3850","5_1_19","5","1.5","0.466629999999995","steer","2"
"3851","5_1_2","5","0.5","0.6500425611552","steer","2"
"3852","5_1_20","5","2","0.350099999999998","steer","2"
"3853","5_1_21","5","1","0.5334","steer","2"
"3854","5_1_22","5","0.5","0.466700000000003","steer","2"
"3855","5_1_23","5","0.5","0.516800000000003","steer","2"
"3856","5_1_26","5","2","0.36669999999998","steer","2"
"3857","5_1_27","5","2","0.400000000000006","steer","2"
"3858","5_1_28","5","2","0.316699999999997","steer","2"
"3859","5_1_29","5","1","0.4666","steer","2"
"3860","5_1_3","5","1.5","0.4666981599092","steer","2"
"3861","5_1_31","5","0.5","0.566699999999997","steer","2"
"3862","5_1_32","5","0.5","0.449999999999989","steer","2"
"3863","5_1_33","5","0.5","0.383400000000023","steer","2"
"3864","5_1_37","5","1","0.483299999999986","steer","2"
"3865","5_1_38","5","2","0.449900000000014","steer","2"
"3866","5_1_39","5","1.5","0.466799999999978","steer","2"
"3867","5_1_4","5","1.5","0.349999698147901","steer","2"
"3868","5_1_40","5","0.5","1.09999999999999","steer","2"
"3869","5_1_41","5","1.5","0.383299999999991","steer","2"
"3870","5_1_42","5","1","0.450099999999992","steer","2"
"3871","5_1_43","5","1.5","0.433400000000006","steer","2"
"3872","5_1_45","5","1","0.500100000000003","steer","2"
"3873","5_1_46","5","2","0.41670000000002","steer","2"
"3874","5_1_47","5","1.5","0.633399999999995","steer","2"
"3875","5_1_48","5","0.5","0.533500000000004","steer","2"
"3876","5_1_49","5","1.5","0.41670000000002","steer","2"
"3877","5_1_5","5","1.5","0.333381529062301","steer","2"
"3878","5_1_50","5","0.5","0.366600000000005","steer","2"
"3879","5_1_52","5","1","0.466700000000003","steer","2"
"3880","5_1_53","5","1","0.483399999999961","steer","2"
"3881","5_1_54","5","1.5","0.400199999999984","steer","2"
"3882","5_1_55","5","1.5","0.400099999999952","steer","2"
"3883","5_1_56","5","1.5","0.400100000000009","steer","2"
"3884","5_1_57","5","2","0.366600000000005","steer","2"
"3885","5_1_59","5","1.5","0.433400000000006","steer","2"
"3886","5_1_6","5","2","0.366696046944099","steer","2"
"3887","5_1_61","5","1","0.450099999999964","steer","2"
"3888","5_1_62","5","2","0.416800000000023","steer","2"
"3889","5_1_66","5","1","0.433400000000006","steer","2"
"3890","5_1_67","5","0.5","0.483399999999961","steer","2"
"3891","5_1_68","5","1.5","0.366799999999955","steer","2"
"3892","5_1_69","5","0.5","0.0166000000000395","steer","2"
"3893","5_1_7","5","1","0.34995","steer","2"
"3894","5_1_70","5","2","0.449999999999989","steer","2"
"3895","5_1_71","5","2","0.383500000000026","steer","2"
"3896","5_1_72","5","0.5","0.649900000000002","steer","2"
"3897","5_1_73","5","0.5","0.433499999999981","steer","2"
"3898","5_1_74","5","1","0.38330000000002","steer","2"
"3899","5_1_75","5","1","0.61669999999998","steer","2"
"3900","5_1_76","5","1","0.36669999999998","steer","2"
"3901","5_1_77","5","1.5","0.0500000000000114","steer","2"
"3902","5_1_78","5","2","0.400099999999952","steer","2"
"3903","5_1_79","5","1","0.366800000000012","steer","2"
"3904","5_1_8","5","0.5","0.600029999999997","steer","2"
"3905","5_1_80","5","2","0.400100000000009","steer","2"
"3906","5_1_81","5","1.5","0.36669999999998","steer","2"
"3907","5_1_82","5","1","0.416699999999992","steer","2"
"3908","5_1_83","5","1.5","0.333300000000008","steer","2"
"3909","5_1_84","5","0.5","0.366800000000012","steer","2"
"3910","5_1_85","5","1.5","0.416800000000023","steer","2"
"3911","5_1_86","5","2","0.333499999999958","steer","2"
"3912","5_1_87","5","1","0.50019999999995","steer","2"
"3913","5_1_88","5","0","0.316800000000001","steer","2"
"3914","5_1_89","5","1.5","0.38330000000002","steer","2"
"3915","5_1_9","5","1.5","0.366689999999998","steer","2"
"3916","5_2_0","5","2","0.51661","steer","2"
"3917","5_2_1","5","1","0.39997","steer","2"
"3918","5_2_12","5","1","0.433509999999998","steer","2"
"3919","5_2_14","5","2","0.366770000000002","steer","2"
"3920","5_2_15","5","2","0.350000000000009","steer","2"
"3921","5_2_16","5","1.5","0.333349999999996","steer","2"
"3922","5_2_17","5","1.5","0.45008","steer","2"
"3923","5_2_18","5","0.5","0.366600000000005","steer","2"
"3924","5_2_19","5","1.5","0.300049999999999","steer","2"
"3925","5_2_2","5","1.5","0.33344","steer","2"
"3926","5_2_20","5","1.5","0.416800000000009","steer","2"
"3927","5_2_21","5","1","0.450000000000003","steer","2"
"3928","5_2_22","5","2","0.383400000000009","steer","2"
"3929","5_2_26","5","1.5","0.483399999999989","steer","2"
"3930","5_2_27","5","1","0.616799999999984","steer","2"
"3931","5_2_28","5","2","0.416799999999995","steer","2"
"3932","5_2_29","5","1","0.466799999999978","steer","2"
"3933","5_2_30","5","0.5","0.483399999999989","steer","2"
"3934","5_2_31","5","2","0.150099999999981","steer","2"
"3935","5_2_32","5","2","0.483300000000014","steer","2"
"3936","5_2_33","5","0.5","0.549999999999983","steer","2"
"3937","5_2_34","5","2","0.366600000000005","steer","2"
"3938","5_2_35","5","1.5","0.483300000000014","steer","2"
"3939","5_2_36","5","2","0.433300000000003","steer","2"
"3940","5_2_37","5","0.5","0.600099999999998","steer","2"
"3941","5_2_38","5","0.5","0.5334","steer","2"
"3942","5_2_4","5","1","0.366630000000001","steer","2"
"3943","5_2_40","5","1.5","0.383299999999991","steer","2"
"3944","5_2_42","5","2","0.450099999999992","steer","2"
"3945","5_2_44","5","1.5","0.4666","steer","2"
"3946","5_2_45","5","1","0.416699999999992","steer","2"
"3947","5_2_46","5","1","0.483400000000017","steer","2"
"3948","5_2_47","5","2","0.266699999999986","steer","2"
"3949","5_2_48","5","2","0.41670000000002","steer","2"
"3950","5_2_49","5","0.5","0.650000000000006","steer","2"
"3951","5_2_5","5","1","0.366729999999997","steer","2"
"3952","5_2_51","5","1","0.5","steer","2"
"3953","5_2_58","5","0.5","0.450099999999964","steer","2"
"3954","5_2_59","5","2","0.416699999999992","steer","2"
"3955","5_2_6","5","1.5","0.299980000000005","steer","2"
"3956","5_2_60","5","0.5","0.533299999999997","steer","2"
"3957","5_2_62","5","1.5","0.38349999999997","steer","2"
"3958","5_2_63","5","1","0.416699999999992","steer","2"
"3959","5_2_64","5","2","0.449999999999989","steer","2"
"3960","5_2_67","5","2","0.333300000000008","steer","2"
"3961","5_2_68","5","0.5","0.400100000000009","steer","2"
"3962","5_2_69","5","2","0.516800000000046","steer","2"
"3963","5_2_7","5","1","0.383340000000004","steer","2"
"3964","5_2_71","5","2","0.450099999999964","steer","2"
"3965","5_2_72","5","1.5","0.433299999999974","steer","2"
"3966","5_2_73","5","1","0.433400000000006","steer","2"
"3967","5_2_75","5","1","0.400000000000034","steer","2"
"3968","5_2_76","5","1.5","0.416699999999992","steer","2"
"3969","5_2_77","5","1","0.5","steer","2"
"3970","5_2_78","5","1.5","0.366800000000012","steer","2"
"3971","5_2_79","5","1.5","0.316699999999969","steer","2"
"3972","5_2_8","5","2","0.333390000000001","steer","2"
"3973","5_2_80","5","2","0.433300000000031","steer","2"
"3974","5_2_81","5","0.5","0.516600000000039","steer","2"
"3975","5_2_82","5","1.5","0.416699999999992","steer","2"
"3976","5_2_83","5","2","0.450199999999995","steer","2"
"3977","5_2_85","5","1","0.400100000000009","steer","2"
"3978","5_2_86","5","1.5","0.333399999999983","steer","2"
"3979","5_2_89","5","1.5","0.449900000000014","steer","2"
"3980","5_2_9","5","1.5","0.51679","steer","2"
"3981","5_3_0","5","2","0.599987999999999","steer","2"
"3982","5_3_10","5","0.5","0.399910000000006","steer","2"
"3983","5_3_11","5","1","0.383319999999998","steer","2"
"3984","5_3_12","5","2","0.416720000000005","steer","2"
"3985","5_3_13","5","1","0.300129999999996","steer","2"
"3986","5_3_14","5","1","0.399990000000003","steer","2"
"3987","5_3_15","5","1","0.466679999999997","steer","2"
"3988","5_3_16","5","2","0.416770000000014","steer","2"
"3989","5_3_17","5","2","0.349980000000002","steer","2"
"3990","5_3_18","5","1.5","0.450040000000001","steer","2"
"3991","5_3_19","5","0.5","0.583380000000005","steer","2"
"3992","5_3_2","5","2","0.38336","steer","2"
"3993","5_3_20","5","1.5","0.483199999999997","steer","2"
"3994","5_3_22","5","1","0.416699999999992","steer","2"
"3995","5_3_23","5","2","0.366699999999994","steer","2"
"3996","5_3_24","5","1.5","0.5334","steer","2"
"3997","5_3_27","5","1.5","0.483300000000014","steer","2"
"3998","5_3_28","5","0.5","0.516600000000011","steer","2"
"3999","5_3_29","5","1.5","0.383399999999995","steer","2"
"4000","5_3_3","5","0.5","0.583400000000001","steer","2"
"4001","5_3_30","5","2","0.433400000000006","steer","2"
"4002","5_3_31","5","0.5","0.599999999999994","steer","2"
"4003","5_3_33","5","2","0.416699999999992","steer","2"
"4004","5_3_34","5","1.5","0.483399999999989","steer","2"
"4005","5_3_35","5","1.5","0.383299999999991","steer","2"
"4006","5_3_36","5","0.5","0.466700000000003","steer","2"
"4007","5_3_37","5","1","0.433300000000003","steer","2"
"4008","5_3_4","5","1.5","0.333360000000003","steer","2"
"4009","5_3_40","5","1","0.33329999999998","steer","2"
"4010","5_3_41","5","1.5","0.466700000000003","steer","2"
"4011","5_3_42","5","1","0.383399999999995","steer","2"
"4012","5_3_43","5","1","0.483300000000014","steer","2"
"4013","5_3_46","5","1","0.433300000000003","steer","2"
"4014","5_3_47","5","0.5","0.533500000000004","steer","2"
"4015","5_3_48","5","1.5","0.416699999999992","steer","2"
"4016","5_3_5","5","1","0.500040000000002","steer","2"
"4017","5_3_50","5","2","0.433399999999978","steer","2"
"4018","5_3_51","5","2","0.416600000000017","steer","2"
"4019","5_3_52","5","1.5","0.333300000000008","steer","2"
"4020","5_3_53","5","0.5","0.450099999999992","steer","2"
"4021","5_3_54","5","1","0.0500000000000114","steer","2"
"4022","5_3_55","5","1.5","0.366899999999987","steer","2"
"4023","5_3_56","5","1.5","0.400000000000034","steer","2"
"4024","5_3_57","5","1","0.383399999999995","steer","2"
"4025","5_3_58","5","2","0.349899999999991","steer","2"
"4026","5_3_59","5","1","0.5","steer","2"
"4027","5_3_61","5","1.5","0.350000000000023","steer","2"
"4028","5_3_64","5","2","0.416799999999967","steer","2"
"4029","5_3_67","5","1","0.36669999999998","steer","2"
"4030","5_3_68","5","1.5","0.416699999999992","steer","2"
"4031","5_3_69","5","1","0.383399999999995","steer","2"
"4032","5_3_7","5","1.5","0.450019999999995","steer","2"
"4033","5_3_70","5","1","0.400099999999952","steer","2"
"4034","5_3_71","5","2","0.366800000000012","steer","2"
"4035","5_3_73","5","1","0.449999999999989","steer","2"
"4036","5_3_74","5","2","0.449900000000014","steer","2"
"4037","5_3_75","5","1","0.416699999999992","steer","2"
"4038","5_3_76","5","2","0.350000000000023","steer","2"
"4039","5_3_77","5","0.5","0.400100000000009","steer","2"
"4040","5_3_8","5","1.5","0.533369999999998","steer","2"
"4041","5_3_81","5","2","0.449999999999989","steer","2"
"4042","5_3_82","5","1.5","0.416600000000017","steer","2"
"4043","5_3_83","5","0.5","0.366700000000037","steer","2"
"4044","5_3_84","5","1.5","0.383199999999988","steer","2"
"4045","5_3_85","5","2","0.13330000000002","steer","2"
"4046","5_3_87","5","2","0.364800000000002","steer","2"
"4047","5_3_88","5","1.5","0.433400000000006","steer","2"
"4048","5_3_89","5","0.5","0.416699999999992","steer","2"
"4049","5_3_9","5","2","0.333440000000003","steer","2"
"4050","6_1_0","6","2","0.434279237400691","steer","2"
"4051","6_1_1","6","1.5","0.433303349351601","steer","2"
"4052","6_1_10","6","1.5","0.400030000000001","steer","2"
"4053","6_1_11","6","0.5","0.450040000000001","steer","2"
"4054","6_1_12","6","1.5","0.499670000000009","steer","2"
"4055","6_1_13","6","1.5","0.466650000000001","steer","2"
"4056","6_1_14","6","1.5","0.433390000000003","steer","2"
"4057","6_1_15","6","1","0.433419999999998","steer","2"
"4058","6_1_16","6","1.5","0.416719999999998","steer","2"
"4059","6_1_17","6","1.5","0.583480000000009","steer","2"
"4060","6_1_18","6","1","0.416830000000004","steer","2"
"4061","6_1_19","6","1.5","0.483370000000008","steer","2"
"4062","6_1_2","6","0.5","0.633451558764602","steer","2"
"4063","6_1_20","6","1","0.616600000000005","steer","2"
"4064","6_1_21","6","2","0.450099999999992","steer","2"
"4065","6_1_22","6","1","0.433400000000006","steer","2"
"4066","6_1_23","6","1.5","0.5","steer","2"
"4067","6_1_24","6","0.5","0.450100000000006","steer","2"
"4068","6_1_25","6","0.5","0.5167","steer","2"
"4069","6_1_26","6","1","0.383299999999991","steer","2"
"4070","6_1_27","6","0.5","0.450000000000017","steer","2"
"4071","6_1_28","6","1.5","0.466800000000006","steer","2"
"4072","6_1_29","6","1.5","0.400099999999981","steer","2"
"4073","6_1_3","6","1","0.500042863007401","steer","2"
"4074","6_1_31","6","1.5","0.516699999999986","steer","2"
"4075","6_1_32","6","2","0.466700000000003","steer","2"
"4076","6_1_33","6","1","0.599999999999994","steer","2"
"4077","6_1_35","6","1.5","0.383399999999995","steer","2"
"4078","6_1_36","6","1.5","0.450099999999992","steer","2"
"4079","6_1_37","6","1.5","0.500099999999975","steer","2"
"4080","6_1_38","6","1.5","0.583400000000012","steer","2"
"4081","6_1_39","6","2","0.449999999999989","steer","2"
"4082","6_1_4","6","0.5","0.449920000000002","steer","2"
"4083","6_1_41","6","2","0.450099999999992","steer","2"
"4084","6_1_42","6","0.5","0.616600000000005","steer","2"
"4085","6_1_43","6","0.5","0.583300000000008","steer","2"
"4086","6_1_44","6","1","0.416599999999988","steer","2"
"4087","6_1_45","6","1","0.466700000000003","steer","2"
"4088","6_1_46","6","2","0.383399999999995","steer","2"
"4089","6_1_47","6","0","0.566600000000022","steer","2"
"4090","6_1_48","6","1","0.550099999999986","steer","2"
"4091","6_1_49","6","1","0.66670000000002","steer","2"
"4092","6_1_5","6","2","0.450189999999999","steer","2"
"4093","6_1_50","6","1.5","0.416599999999988","steer","2"
"4094","6_1_51","6","1","0.41670000000002","steer","2"
"4095","6_1_52","6","0.5","0.450099999999992","steer","2"
"4096","6_1_53","6","2","0.383399999999995","steer","2"
"4097","6_1_54","6","2","0.450099999999964","steer","2"
"4098","6_1_55","6","0","0.70010000000002","steer","2"
"4099","6_1_56","6","1","0.383399999999995","steer","2"
"4100","6_1_58","6","0.5","0.483499999999992","steer","2"
"4101","6_1_6","6","0.5","0.433429999999994","steer","2"
"4102","6_1_60","6","1","0.5","steer","2"
"4103","6_1_61","6","2","0.50019999999995","steer","2"
"4104","6_1_62","6","1","0.433299999999974","steer","2"
"4105","6_1_63","6","2","0.45010000000002","steer","2"
"4106","6_1_64","6","2","0.433300000000031","steer","2"
"4107","6_1_65","6","2","0.566700000000026","steer","2"
"4108","6_1_66","6","1","0.516799999999989","steer","2"
"4109","6_1_67","6","0","0.550000000000011","steer","2"
"4110","6_1_68","6","1","0.383399999999995","steer","2"
"4111","6_1_69","6","1.5","0.5","steer","2"
"4112","6_1_7","6","0.5","0.600029999999997","steer","2"
"4113","6_1_70","6","1","0.366899999999987","steer","2"
"4114","6_1_71","6","0","0","steer","2"
"4115","6_1_72","6","2","0.483299999999986","steer","2"
"4116","6_1_73","6","1.5","0.199999999999989","steer","2"
"4117","6_1_74","6","2","0.466700000000003","steer","2"
"4118","6_1_77","6","2","0.533400000000029","steer","2"
"4119","6_1_78","6","1.5","0.616600000000005","steer","2"
"4120","6_1_8","6","1","0.433370000000004","steer","2"
"4121","6_1_80","6","0.5","0.649999999999977","steer","2"
"4122","6_1_81","6","0.5","0.900000000000034","steer","2"
"4123","6_1_83","6","2","0.483299999999986","steer","2"
"4124","6_1_84","6","2","0.366899999999987","steer","2"
"4125","6_1_85","6","2","0.516800000000046","steer","2"
"4126","6_1_86","6","0.5","1.98329999999999","steer","2"
"4127","6_1_87","6","2","0.516799999999989","steer","2"
"4128","6_1_88","6","1","0.433400000000006","steer","2"
"4129","6_1_9","6","0.5","0.483370000000001","steer","2"
"4130","6_2_0","6","0.5","0.61763","steer","2"
"4131","6_2_1","6","0.5","0.64996","steer","2"
"4132","6_2_10","6","2","0.416580000000003","steer","2"
"4133","6_2_11","6","0.5","0.133369999999999","steer","2"
"4134","6_2_12","6","0.5","0.516709999999996","steer","2"
"4135","6_2_13","6","1.5","0.416820000000001","steer","2"
"4136","6_2_14","6","2","0.350039999999993","steer","2"
"4137","6_2_15","6","2","0.333410000000001","steer","2"
"4138","6_2_16","6","0.5","0.600039999999993","steer","2"
"4139","6_2_17","6","1","0.116749999999996","steer","2"
"4140","6_2_18","6","2","0.450150000000008","steer","2"
"4141","6_2_2","6","2","0.449999999999999","steer","2"
"4142","6_2_20","6","0","1.08329999999999","steer","2"
"4143","6_2_21","6","2","0.5501","steer","2"
"4144","6_2_22","6","1","0.399900000000002","steer","2"
"4145","6_2_23","6","1.5","0.450100000000006","steer","2"
"4146","6_2_24","6","2","0.583300000000008","steer","2"
"4147","6_2_25","6","1","0.483399999999989","steer","2"
"4148","6_2_26","6","2","0.4666","steer","2"
"4149","6_2_28","6","2","0.550100000000015","steer","2"
"4150","6_2_29","6","1","0.716700000000003","steer","2"
"4151","6_2_3","6","2","0.383369999999999","steer","2"
"4152","6_2_30","6","2","0.416599999999988","steer","2"
"4153","6_2_31","6","1","0.566800000000001","steer","2"
"4154","6_2_32","6","1.5","0.399999999999977","steer","2"
"4155","6_2_33","6","0.5","0.649799999999999","steer","2"
"4156","6_2_34","6","0.5","0.449999999999989","steer","2"
"4157","6_2_35","6","2","0.433400000000006","steer","2"
"4158","6_2_37","6","0.5","0.983199999999982","steer","2"
"4159","6_2_38","6","1","0.500100000000003","steer","2"
"4160","6_2_4","6","1.5","0.583449999999999","steer","2"
"4161","6_2_40","6","0.5","0.733399999999989","steer","2"
"4162","6_2_42","6","1.5","0.599999999999994","steer","2"
"4163","6_2_43","6","1","0.566800000000001","steer","2"
"4164","6_2_44","6","1.5","0.333400000000012","steer","2"
"4165","6_2_47","6","2","0.516799999999989","steer","2"
"4166","6_2_49","6","1.5","0.599999999999994","steer","2"
"4167","6_2_5","6","1","0.60005","steer","2"
"4168","6_2_51","6","1","0.5334","steer","2"
"4169","6_2_52","6","0.5","0.516799999999989","steer","2"
"4170","6_2_53","6","2","0.433400000000006","steer","2"
"4171","6_2_54","6","2","0.466800000000035","steer","2"
"4172","6_2_55","6","0.5","0.0166999999999575","steer","2"
"4173","6_2_56","6","0.5","0.36669999999998","steer","2"
"4174","6_2_57","6","1","0.516599999999983","steer","2"
"4175","6_2_58","6","1.5","0.466800000000035","steer","2"
"4176","6_2_6","6","1.5","0.483330000000002","steer","2"
"4177","6_2_60","6","1.5","0.416899999999998","steer","2"
"4178","6_2_61","6","1","0.783500000000004","steer","2"
"4179","6_2_62","6","2","0.350099999999998","steer","2"
"4180","6_2_63","6","0.5","0.666600000000017","steer","2"
"4181","6_2_64","6","1.5","0.550099999999986","steer","2"
"4182","6_2_65","6","1.5","0.466600000000028","steer","2"
"4183","6_2_66","6","1","0.5","steer","2"
"4184","6_2_67","6","0","0.916699999999992","steer","2"
"4185","6_2_68","6","1.5","0.5","steer","2"
"4186","6_2_69","6","1","0.550000000000011","steer","2"
"4187","6_2_7","6","0","0.15005","steer","2"
"4188","6_2_70","6","1","0.649999999999977","steer","2"
"4189","6_2_71","6","1","0.599999999999966","steer","2"
"4190","6_2_72","6","1.5","0.5","steer","2"
"4191","6_2_73","6","0.5","0.483499999999992","steer","2"
"4192","6_2_74","6","2","0.566700000000026","steer","2"
"4193","6_2_75","6","1","0.383399999999995","steer","2"
"4194","6_2_76","6","0.5","0.433400000000006","steer","2"
"4195","6_2_77","6","1.5","0.483299999999986","steer","2"
"4196","6_2_78","6","1.5","0.500100000000032","steer","2"
"4197","6_2_79","6","2","0.45010000000002","steer","2"
"4198","6_2_8","6","1.5","0.449939999999998","steer","2"
"4199","6_2_80","6","1.5","0.150100000000009","steer","2"
"4200","6_2_81","6","2","0.449999999999989","steer","2"
"4201","6_2_82","6","1.5","0.483299999999986","steer","2"
"4202","6_2_83","6","0.5","0.699999999999989","steer","2"
"4203","6_2_85","6","0.5","0.900100000000009","steer","2"
"4204","6_2_86","6","1.5","0.566699999999969","steer","2"
"4205","6_2_87","6","1","0.500099999999975","steer","2"
"4206","6_2_88","6","1","0.550000000000011","steer","2"
"4207","6_2_9","6","2","0.40005","steer","2"
"4208","6_3_0","6","1.5","0.567440000000001","steer","2"
"4209","6_3_1","6","1","0.40001","steer","2"
"4210","6_3_10","6","1","0.616680000000002","steer","2"
"4211","6_3_11","6","1.5","0.58343","steer","2"
"4212","6_3_12","6","0.5","0.449969999999993","steer","2"
"4213","6_3_14","6","1.5","0.366769999999988","steer","2"
"4214","6_3_15","6","1","0.466629999999995","steer","2"
"4215","6_3_16","6","2","0.500069999999994","steer","2"
"4216","6_3_17","6","2","0.400049999999993","steer","2"
"4217","6_3_18","6","2","0.433250000000001","steer","2"
"4218","6_3_19","6","0.5","0.366709999999998","steer","2"
"4219","6_3_2","6","1.5","0.516760000000001","steer","2"
"4220","6_3_20","6","1.5","0.416699999999992","steer","2"
"4221","6_3_21","6","0","1.1833","steer","2"
"4222","6_3_22","6","2","0.466700000000003","steer","2"
"4223","6_3_25","6","1","0.633399999999995","steer","2"
"4224","6_3_26","6","2","0.483499999999992","steer","2"
"4225","6_3_27","6","1","0.416699999999992","steer","2"
"4226","6_3_29","6","2","0.433400000000006","steer","2"
"4227","6_3_3","6","1","0.583349999999999","steer","2"
"4228","6_3_31","6","2","0.7834","steer","2"
"4229","6_3_32","6","0.5","0.5","steer","2"
"4230","6_3_33","6","2","0.416699999999992","steer","2"
"4231","6_3_34","6","1.5","0.4666","steer","2"
"4232","6_3_35","6","1.5","0.516599999999983","steer","2"
"4233","6_3_36","6","1.5","0.483500000000021","steer","2"
"4234","6_3_38","6","1.5","0.566599999999994","steer","2"
"4235","6_3_39","6","1.5","0.5","steer","2"
"4236","6_3_4","6","0.5","0.583359999999999","steer","2"
"4237","6_3_42","6","2","0.4666","steer","2"
"4238","6_3_45","6","0.5","1.2834","steer","2"
"4239","6_3_46","6","0.5","0.683400000000006","steer","2"
"4240","6_3_48","6","1.5","0.733499999999992","steer","2"
"4241","6_3_49","6","0.5","0.9666","steer","2"
"4242","6_3_5","6","1","0.533310000000004","steer","2"
"4243","6_3_50","6","2","0.500100000000003","steer","2"
"4244","6_3_51","6","1.5","0.683400000000006","steer","2"
"4245","6_3_52","6","1.5","0.75","steer","2"
"4246","6_3_53","6","1","0.66670000000002","steer","2"
"4247","6_3_55","6","2","0.483299999999986","steer","2"
"4248","6_3_56","6","2","0.29989999999998","steer","2"
"4249","6_3_57","6","2","0.533399999999972","steer","2"
"4250","6_3_6","6","1","0.466659999999997","steer","2"
"4251","6_3_60","6","1.5","0.600000000000023","steer","2"
"4252","6_3_61","6","0.5","2.19999999999999","steer","2"
"4253","6_3_62","6","1.5","0.449999999999989","steer","2"
"4254","6_3_63","6","1.5","0.483400000000017","steer","2"
"4255","6_3_65","6","1.5","0.449999999999989","steer","2"
"4256","6_3_67","6","2","0.349900000000048","steer","2"
"4257","6_3_68","6","0","1.64999999999998","steer","2"
"4258","6_3_7","6","0.5","0.766670000000005","steer","2"
"4259","6_3_71","6","1","0.583500000000015","steer","2"
"4260","6_3_72","6","1","0.416800000000023","steer","2"
"4261","6_3_73","6","1","0.5","steer","2"
"4262","6_3_74","6","2","0.583399999999983","steer","2"
"4263","6_3_75","6","1.5","0.183400000000006","steer","2"
"4264","6_3_76","6","1","0.75","steer","2"
"4265","6_3_77","6","1.5","0.350099999999998","steer","2"
"4266","6_3_78","6","0.5","0.666600000000017","steer","2"
"4267","6_3_79","6","0.5","0.566800000000001","steer","2"
"4268","6_3_8","6","2","0.516729999999995","steer","2"
